#Date: 9 June 2021
#Data extracted from tr20271121628.hld file
#T1(TRB=2) / T3(TRB=0) / T4(TRB=1)
#nEvent nTRB row col time(ns) charge(ns)
204 1 9 2 3782.12 3134.52 
204 1 10 2 3408.63 71.371 
204 1 10 1 3407.04 13.176 
205 2 4 9 3810.39 1190.9 
205 2 3 9 3810.32 748.488 
205 2 6 9 3810.22 862.063 
205 0 5 7 3813.64 244.429 
205 0 7 8 3813.17 387.775 
205 1 4 9 3817.28 388.443 
205 1 7 7 3816.77 130.373 
206 2 4 9 3807.81 572.495 
206 0 5 10 3811.87 331.483 
206 1 5 8 3815.42 701.475 
206 1 6 10 3814.93 1185.05 
207 2 3 10 3808.88 391.898 
207 0 4 7 3812.06 185.935 
207 1 4 4 3816.07 711.732 
208 2 7 9 3808.47 958.944 
208 0 7 10 3812.3 2475.55 
208 1 7 11 3815.68 355.524 
209 2 6 4 3812.87 495.046 
209 0 5 3 3816.67 1175.75 
209 1 1 2 3820.06 2508.3 
210 2 1 11 3807.78 192.027 
210 0 4 9 3812.37 245.727 
210 1 7 5 3815.6 139.498 
211 2 4 12 3807.66 1340.69 
211 0 3 9 3811.85 345.951 
211 1 1 6 3815.05 326.736 
212 2 3 5 3811.96 436.662 
212 0 4 3 3815.88 1291.76 
212 1 5 2 3819.38 553.12 
213 2 3 10 3805.03 290.911 
213 0 4 8 3809.31 263.608 
213 1 9 12 3705.37 208.279 
213 1 5 5 3812.13 172.181 
214 0 3 10 3811.47 693.481 
214 1 4 9 3814.95 193.993 
214 1 6 7 3815.81 372.323 
214 1 4 6 3501.71 156.313 
215 2 3 10 3809.8 801.658 
215 0 5 11 3813.34 154.706 
215 1 7 11 3815.93 185.835 
216 2 3 9 3808.57 564.636 
216 0 2 9 3811.06 202.249 
216 1 1 8 3814.65 441.261 
217 2 1 4 3809.24 663.005 
217 0 2 7 3813.05 310.098 
217 1 3 9 3816.34 77.837 
218 2 3 1 3812.1 1093.51 
218 0 6 2 3778.24 33.6246 
218 1 9 3 3781.77 447.307 
219 2 6 5 3811.67 327.367 
219 0 4 4 3815.51 397.997 
219 1 1 3 3819.32 189.918 
219 1 2 3 3818.81 18.4671 
220 2 2 5 3809.86 550.455 
220 0 3 5 3813.62 59.1148 
220 1 4 4 3817.04 680.978 
221 2 2 7 3803.71 1046.92 
221 0 2 7 3807.29 180.44 
221 1 2 8 3810.56 527.396 
222 2 1 2 3815.36 2208.26 
222 0 2 3 3818.59 240.571 
222 0 4 3 3819.42 602.094 
222 1 7 3 3783.98 1046.86 
222 1 4 3 3821.53 1082.49 
223 2 9 11 3809.91 868.519 
223 0 7 9 3814.08 234.501 
223 0 7 8 3813.88 47.3304 
223 1 5 6 3816.57 58.3727 
224 2 7 4 3808.65 648.909 
224 2 7 3 3809.86 198.393 
224 0 9 2 3400.41 190.241 
224 1 10 1 3404.01 1107.36 
225 2 3 11 3810.45 1053.16 
225 0 3 8 3814 226.655 
225 0 10 8 3636.59 174.504 
225 1 2 5 3817.72 78.6327 
225 1 3 5 3818.25 369.368 
226 2 6 4 3815.14 803.965 
226 0 6 8 3820.77 261.558 
226 1 5 11 3823.75 416.78 
227 2 6 9 3810.3 1383.88 
227 0 7 7 3814.74 288.373 
227 0 4 5 3814.53 992.869 
227 1 2 2 3819.07 333.491 
227 1 4 2 3817.83 2376.16 
228 2 10 9 3808.13 1114.17 
228 0 8 8 3811.6 399.607 
228 1 6 7 3814.15 108.956 
229 2 4 2 3812.48 703.041 
229 0 3 3 3816.61 795.221 
229 1 2 3 3819.95 58.8225 
230 2 2 3 3809.33 796.342 
230 0 4 5 3813.98 1351.78 
230 1 6 6 3816.64 209.04 
231 2 6 8 3805.73 227.079 
231 0 6 8 3808.54 61.1584 
231 1 6 8 3811 147.355 
232 2 1 5 3807.97 1065.59 
232 0 2 4 3812.86 707.616 
232 1 3 2 3815.39 478.066 
233 2 7 5 3810.56 262.864 
233 2 9 5 3810.16 291.41 
233 0 4 4 3815.45 810.225 
233 1 2 4 3817.84 233.23 
234 2 9 5 3815.49 671.183 
234 0 6 8 3820.95 220.603 
234 1 3 11 3823.97 317.863 
235 2 2 12 3808.43 1360.98 
235 0 5 10 3811.19 390.883 
235 0 5 11 3811.33 166.766 
235 0 2 11 3800.58 452.643 
235 1 1 10 3815.04 1485.27 
236 2 8 7 3808.14 1145.7 
236 0 8 8 3812.06 63.7133 
236 1 7 8 3815.35 139.451 
237 2 1 3 3809.3 1002.99 
237 0 5 7 3813.38 167.414 
237 1 9 12 3817.3 897.324 
238 2 4 5 3808.82 781.885 
238 0 3 3 3813.01 435.877 
238 1 2 2 3816.47 421.104 
239 2 3 4 3811.26 1012.57 
239 0 2 5 3814.72 442.171 
239 1 1 8 3818.46 631.067 
240 2 2 10 3806.48 474.006 
240 0 10 6 3775.42 785.45 
240 1 10 7 3778.62 1113.31 
241 2 6 5 3816.97 499.126 
241 0 6 9 3821.1 90.0733 
241 1 5 11 3824.28 533.975 
242 2 1 7 3811.71 542.304 
242 2 1 8 3812.06 472.75 
242 0 4 9 3816.34 354.524 
242 1 6 10 3819.66 152.306 
243 2 5 12 3810.52 880.906 
243 0 7 8 3812.86 120.585 
243 1 3 5 3816.86 2273.14 
244 2 9 5 3805.45 363.146 
244 0 9 5 3771.28 15.2693 
244 1 8 5 3774.83 664.06 
245 2 5 8 3804.57 198.412 
245 0 6 7 3806.93 369.562 
245 1 6 6 3810.12 224.29 
246 2 6 11 3812.17 989.628 
246 0 6 10 3815.1 207.679 
246 1 6 9 3818.44 266.406 
247 2 7 12 3809.37 631.5 
247 0 6 10 3813.5 127.835 
247 1 4 8 3817.07 678.508 
248 2 9 5 3812.78 194.847 
248 0 9 3 3405.37 921.449 
248 1 8 1 3407.94 344.982 
248 1 9 1 3802.43 475.488 
249 2 9 10 3808.72 567.938 
249 0 10 9 3775.85 181.503 
249 1 10 7 3779.2 1106.96 
250 2 5 7 3805.03 660.822 
250 0 3 10 3808.29 320.439 
250 1 3 9 3810.42 47.0897 
251 2 9 11 3809.56 699.486 
251 0 6 10 3814.28 303.091 
251 1 3 9 3817.64 185.141 
252 2 8 12 3811.8 1249.97 
252 0 8 11 3778.73 538.049 
252 0 6 9 3813.97 196.237 
252 1 10 4 3782.22 442.342 
253 2 7 4 3812.86 641.487 
253 2 8 4 3812.66 484.461 
253 0 8 7 3816.94 40.9453 
253 1 8 10 3818.96 416.841 
253 1 7 10 3819.65 1849.16 
254 2 3 5 3811.27 521.331 
254 0 2 6 3815.72 912.01 
254 1 1 4 3818.48 311.541 
255 2 5 8 3804.89 291.117 
255 0 6 8 3807.93 112.738 
255 1 6 8 3811.23 333.276 
256 2 1 7 3802.9 381.981 
256 0 3 6 3807.37 280.75 
256 1 5 4 3810.94 2073.43 
257 2 2 4 3815.74 498.404 
257 0 6 7 3819.07 146.885 
257 1 8 10 3822.18 483.052 
258 2 8 5 3810.05 1254.31 
258 0 8 3 3776.57 177.496 
258 1 7 2 3780.15 1557.24 
259 2 6 4 3817.82 369.422 
259 0 8 7 3822.13 163.804 
259 1 9 11 3825 2181.93 
260 2 8 8 3810.23 631.392 
260 0 5 8 3814.56 494.486 
260 1 1 10 3818.66 764.736 
261 2 7 8 3811.25 3524.22 
261 0 6 10 3814.02 131.971 
261 1 8 12 3781.91 77.5805 
261 1 7 12 3816.63 11.2948 
262 2 8 10 3806.9 519.475 
262 0 6 8 3810.79 307.917 
262 1 4 5 3814.5 583.276 
263 2 7 3 3808.42 217.615 
263 0 4 5 3813.14 529.862 
263 1 1 7 3816.9 1155.78 
264 2 5 7 3805.05 1149.34 
264 0 3 6 3809.09 143.023 
264 1 1 6 3811.38 171.824 
265 2 7 10 3810.86 1506.59 
265 0 7 11 3814.55 636.179 
265 1 6 11 3817.69 972.119 
266 2 5 2 3809.04 485.784 
266 0 4 5 3812.02 1500.48 
266 1 3 7 3815.24 198.883 
267 2 6 4 3818.27 417.308 
267 0 6 8 3822.49 438.215 
267 1 6 11 3826.23 192.007 
267 1 2 4 3588.91 414.6 
268 2 5 12 3809.33 1127.9 
268 0 5 11 3813.27 138.413 
268 1 5 10 3816.72 293.649 
269 2 3 1 3807.72 771.959 
269 0 3 3 3812.04 325.989 
269 1 3 4 3814.62 324.105 
270 2 1 8 3806.77 475.685 
270 0 3 8 3811.2 106.833 
270 1 4 7 3813.64 48.8236 
271 2 2 5 3812.13 663.338 
271 2 3 3 3812.63 262.012 
271 0 4 5 3815.53 1139.76 
271 1 4 6 3818.52 54.9038 
272 2 3 8 3803.83 883.723 
272 0 5 7 3807.45 206.631 
272 1 6 8 3810.85 463.392 
273 2 10 9 3806.4 183.998 
273 0 10 7 3772.5 645.098 
273 1 9 6 3776.23 649.516 
274 2 7 9 3809.13 269.699 
274 0 6 10 3811.07 614.945 
274 1 4 11 3814.41 99.9684 
275 2 7 6 3807.38 337.492 
275 0 4 7 3812.12 104.4 
275 1 1 9 3815.97 1750.72 
276 2 2 8 3803.31 703.171 
276 0 6 9 3807.68 292.675 
276 1 9 11 3811.61 893.943 
277 2 6 7 3804.85 990.398 
277 0 7 5 3397.01 131.735 
277 1 8 2 3399.98 889.917 
278 2 3 8 3806.92 621.818 
278 0 3 9 3810.68 113.274 
278 1 3 9 3813.63 334.8 
278 1 3 10 3812.92 38.3394 
279 2 6 12 3810.07 1629.95 
279 0 4 11 3813.78 405.532 
279 1 1 11 3817.08 554.861 
279 1 5 5 3820.19 518.675 
280 2 3 5 3818.08 567.731 
280 0 7 8 3822.76 157.495 
280 1 10 11 3790.47 1700.7 
280 1 9 11 3825.54 12.5211 
281 2 2 4 3807.15 2665.98 
281 2 2 5 3806.77 186.111 
281 0 3 5 3811.1 93.8247 
281 1 3 6 3813.68 2902.07 
282 2 6 2 3809.85 469.307 
282 0 3 5 3814.43 353.991 
282 1 1 7 3816.63 129.563 
283 2 9 2 3813.6 1223.13 
283 0 5 3 3817.49 819.43 
283 0 5 4 3817.01 855.418 
283 1 2 5 3821.05 648.482 
284 2 5 10 3820.73 211.557 
284 2 10 6 3818.56 380.169 
284 0 9 8 3786.27 350.402 
284 0 8 7 3822.72 222.288 
284 1 9 9 3801.01 134.113 
284 1 7 9 3825.8 262.269 
285 2 5 4 3808.05 487.641 
285 0 5 8 3812.37 125.346 
285 0 9 12 3533.81 135.743 
285 1 4 12 3816.01 464.345 
286 2 2 10 3809.19 840.328 
286 2 7 7 3810.97 253.088 
286 0 2 10 3811.83 895.074 
286 0 1 9 3803.03 217.797 
286 1 1 11 3815.04 576.238 
287 2 8 12 3811.01 743.356 
287 0 6 7 3815.28 287.698 
287 1 3 2 3819.66 284.481 
288 2 2 7 3808.07 2367.81 
288 0 4 6 3811.68 645.863 
288 1 6 4 3814.14 169.532 
289 2 5 7 3806.41 1853.72 
289 0 4 8 3809.78 256.297 
289 1 3 9 3813.42 443.746 
290 2 7 8 3809.24 279.686 
290 0 5 8 3812.65 388.237 
290 1 3 10 3816.72 751.961 
290 1 2 10 3816.51 67.4057 
291 2 3 8 3804.52 575.266 
291 0 4 9 3808.68 140.514 
291 1 5 10 3811.23 124.998 
292 2 2 8 3805.33 1009.84 
292 0 4 7 3810.18 209.232 
292 1 7 5 3813.71 155.774 
293 2 3 8 3803.94 1316.35 
293 0 3 6 3807.47 322.821 
293 1 2 3 3810.4 106.29 
294 2 1 11 3806.63 215.19 
294 0 2 10 3810.63 505.026 
294 1 2 8 3814.29 443.283 
295 2 4 7 3805.19 359.263 
295 0 6 8 3809.5 91.5334 
295 1 8 8 3812.54 435.861 
296 2 3 5 3817.75 367.055 
296 0 6 8 3822.08 177.965 
296 1 8 10 3824.44 352.419 
297 2 6 9 3806.79 1268.02 
297 0 5 10 3810.75 502.572 
297 1 4 11 3813.94 1155.65 
298 2 6 7 3808.84 725.662 
298 0 7 8 3812.63 128.896 
298 0 6 8 3812.58 95.8068 
298 1 6 9 3815.17 58.2153 
299 2 4 7 3807.96 154.471 
299 2 7 6 3807.78 344.232 
299 0 4 6 3812.27 918.676 
299 1 1 6 3814.92 2065.17 
300 2 9 2 3816.2 1144.95 
300 0 10 7 3784.61 127.903 
300 1 10 10 3788.52 78.0757 
301 2 5 8 3807.24 847.311 
301 0 6 10 3811.46 55.0662 
301 1 4 7 3813.64 48.8236 
301 1 8 10 3812.08 113.004 
301 1 4 6 3813.7 115.179 
301 1 5 2 3815.13 154.169 
302 2 3 5 3807.14 424.375 
302 0 3 6 3810.92 217.976 
302 1 2 7 3813.68 13.3537 
302 1 1 12 4396.8 319.27 
302 1 2 6 3814.04 64.7919 
303 2 9 7 3805.76 285.409 
303 0 7 7 3811.28 49.8709 
303 0 6 7 3809.4 122.176 
303 1 2 7 3812.73 270.102 
304 2 1 8 3802.87 176.143 
304 0 5 10 3806.97 99.4001 
304 1 9 11 3810.58 1239.04 
305 2 9 10 3811.31 3081.27 
305 0 6 8 3814.49 297.408 
305 1 3 7 3818.39 2922.04 
306 2 1 6 3811.24 945.419 
306 0 3 5 3814.68 538.083 
306 1 4 3 3817.88 535.269 
307 2 7 11 3810.94 184.464 
307 0 6 11 3814.06 127.509 
307 1 6 11 3817.1 390.017 
308 2 7 10 3809.92 1390.68 
308 0 4 11 3813.3 588.745 
308 1 1 11 3816.35 839.742 
309 2 7 4 3814.82 743.586 
309 0 8 1 3407.79 241.27 
309 0 9 2 3406.13 308.34 
309 1 8 2 3409.66 619.115 
310 2 3 7 3803.6 236.854 
310 0 4 8 3806.37 350.749 
310 1 5 11 3809.66 853.359 
310 1 6 8 3808.94 273.788 
311 2 10 8 3805.54 251.825 
311 0 10 7 3773.45 1612.63 
311 1 10 6 3776.78 807.921 
312 2 4 9 3805.51 1225.99 
312 0 5 10 3809.03 137.018 
312 1 5 11 3812.42 121.291 
312 1 6 9 4090.29 143.114 
313 2 3 6 3808.95 742.632 
313 0 4 8 3813.08 63.6283 
313 1 5 9 3816.37 263.065 
314 2 1 6 3811.87 1001.58 
314 0 3 4 3817.15 633.694 
314 1 4 2 3819.92 899.687 
315 2 5 7 3803.52 717.938 
315 0 6 8 3806.22 866.063 
315 1 2 8 3810.25 207.867 
315 1 1 7 3809.48 2563.96 
315 1 1 12 3797 194.748 
316 2 5 8 3805.59 465.905 
316 0 6 8 3808.62 197.561 
316 1 7 7 3812.21 287.611 
317 2 7 10 3810.56 1689.81 
317 0 4 11 3814.22 521.231 
317 1 1 11 3818.06 707.809 
318 2 4 10 3806.94 652.404 
318 0 4 9 3810.61 380.753 
318 1 4 8 3814.12 284.441 
319 2 7 6 3807.22 541.044 
319 0 4 8 3811.23 285.227 
319 1 1 10 3815.23 1382.46 
320 2 7 8 3809.05 1395.59 
320 0 7 9 3812.64 245.682 
320 1 7 10 3816.07 674.07 
321 2 3 3 3807.92 1044 
321 0 4 7 3811.99 561.128 
321 1 5 10 3815.37 351.991 
321 1 5 11 3815.9 48.084 
322 2 3 3 3809.8 823.391 
322 0 4 3 3813.4 1005.43 
322 1 4 3 3816.16 411.999 
323 2 10 8 3807.68 395.679 
323 0 7 9 3811.2 341.098 
323 1 4 10 3815.08 310.354 
323 1 3 11 3816.03 511.153 
324 2 5 1 3811.02 834.669 
324 0 2 5 3815.61 913.138 
324 0 4 5 3816.41 295.843 
324 1 3 10 3818.59 42.8162 
324 1 2 10 3819.44 716.519 
325 2 7 3 3812.66 663.695 
325 0 5 3 3694.7 512.371 
325 0 5 4 3816.59 595.387 
325 1 2 4 3819.89 596.262 
326 2 2 8 3806.78 1260.37 
326 0 6 10 3811.19 156.462 
326 1 9 12 3814.52 599.961 
327 2 10 10 3809.49 783.538 
327 0 6 10 3812.83 234.256 
327 1 3 10 3816.29 250.042 
328 2 6 5 3809.42 785.064 
328 2 7 5 3809.04 649.355 
328 0 4 8 3813.25 93.938 
328 1 2 7 3816.54 353.377 
328 1 2 10 3816.63 2477.82 
329 2 8 8 3810.05 2756.53 
329 0 5 10 3813.88 145.205 
329 0 5 11 3814.37 346.139 
329 1 3 12 3817.54 340.355 
330 2 8 11 3806.09 1250.82 
330 0 5 7 3810.5 155.361 
330 1 1 4 3814.98 283.371 
331 2 7 12 3808.51 158.7 
331 0 7 11 3811.22 133.73 
331 1 7 11 3813.34 43.418 
332 2 2 4 3809.71 849.808 
332 0 2 5 3813.99 577.839 
332 1 2 8 3816.96 1076.52 
333 2 7 4 3811.52 784.046 
333 2 9 4 3811.42 609.971 
333 0 1 6 3815.09 555.329 
333 1 7 7 3818.34 2549.96 
333 1 7 6 3817.99 8.90367 
334 2 1 4 3810.67 530.899 
334 0 3 7 3814.13 195.455 
334 1 5 9 3817.35 481.16 
335 2 2 4 3809.53 858.36 
335 0 4 4 3813.92 542.301 
335 1 5 3 3816.32 1008.52 
336 2 4 3 3810.52 309.054 
336 2 5 3 3810.49 307.501 
336 0 4 5 3814.17 1289.38 
336 1 4 7 3816.93 100.957 
336 1 3 7 3816.42 26.9742 
337 2 4 10 3809.8 2442.5 
337 0 6 8 3813.26 816.603 
337 1 7 6 3816.84 408.449 
338 2 2 9 3811.92 1384.67 
338 2 1 7 3811.48 426.181 
338 0 3 7 3815.71 766.83 
338 0 3 8 3816.19 274.604 
338 0 4 5 3816.6 700.432 
338 1 5 4 3819.35 1367.02 
338 1 5 6 3819.4 88.8213 
339 2 4 11 3805.11 461.636 
339 0 3 7 3808.34 167.862 
339 1 1 2 3812.69 403.577 
340 2 10 5 3810.35 472.471 
340 0 8 3 3777.41 470.814 
340 1 7 2 3780.82 1213.59 
341 2 10 9 3811.5 1699.71 
341 0 8 8 3816.93 76.8017 
341 1 6 6 3820.11 462.206 
342 2 10 7 3809.79 486.657 
342 2 9 7 3809.89 222.93 
342 0 9 12 3813.16 230.182 
342 0 10 6 3775.82 2694.1 
342 1 6 10 3816.69 299.486 
343 2 7 11 3814.75 1470.55 
343 0 6 10 3818 481.757 
343 1 5 9 3820.16 80.4033 
344 2 3 3 3807.17 3158.48 
344 0 4 7 3811.31 91.6294 
344 1 4 9 3814.49 269.13 
345 2 4 4 3807.17 449.375 
345 0 3 7 3810.98 295.498 
345 1 2 9 3814.39 1620.09 
346 2 7 6 3481.29 383.723 
346 2 9 4 3814.5 869.612 
346 0 7 7 3819.37 167.813 
346 1 4 9 3822.08 217.113 
347 2 7 9 3807.83 675.858 
347 0 6 7 3811.92 105.388 
347 1 5 5 3815.43 59.1418 
348 0 9 6 3775.34 379.518 
348 1 10 9 3778.4 546.98 
349 2 8 8 3811.56 1037.76 
349 0 3 4 3816.93 1950.65 
349 0 4 5 3816.72 589.008 
349 1 1 2 3820.87 208.514 
350 2 6 8 3806.8 863.317 
350 0 4 6 3811.02 708.393 
350 1 2 3 3814.1 1342.21 
351 2 9 11 3810.46 1975.75 
351 2 8 11 3810.53 101.996 
351 0 6 10 3814.05 546.516 
351 1 4 9 3817.07 87.5988 
352 2 8 4 3818.46 599.376 
352 0 8 8 3821.52 412.213 
352 1 8 10 3823.95 355.744 
353 2 1 6 3811.98 888.832 
353 0 4 6 3815.39 857.419 
353 1 7 5 3819.36 203.168 
354 2 2 4 3810.45 1038.29 
354 0 2 5 3814.33 523.593 
354 1 2 6 3817.81 419.219 
355 2 9 7 3805.1 568.058 
355 0 10 8 3771.83 129.939 
355 1 10 10 3775.03 220.13 
356 2 8 9 3807.34 1108.13 
356 0 5 10 3811.55 153.331 
356 1 2 10 3815.31 463.549 
357 2 4 10 3805.26 635.061 
357 0 2 7 3808.73 591.799 
357 1 1 5 3812.04 504.704 
358 2 8 8 3812.7 2086.67 
358 0 7 10 3816.45 905.784 
358 1 4 12 3819.93 461.375 
359 2 9 9 3807.44 188.939 
359 0 10 9 3774.63 304.062 
359 1 10 9 3777.61 136.792 
359 1 10 8 3783.13 93.1792 
360 2 1 9 3804.22 106.294 
360 0 3 11 3807.51 322.099 
360 1 4 12 3810.74 735.618 
361 2 2 9 3808.61 746.484 
361 0 2 10 3812.47 589.4 
361 1 2 10 3815.92 1217.48 
362 2 7 7 3808.8 888.711 
362 0 6 5 3811.6 87.0639 
362 1 4 3 3815.13 183.934 
363 2 5 6 3814.72 4658.04 
363 0 6 9 3818.92 156.626 
363 0 4 6 4360.17 318.123 
363 1 7 11 3822.52 397.751 
364 2 5 2 3808.57 1506.69 
364 0 5 4 3813.38 842.563 
364 1 4 6 3816.16 418.455 
365 2 6 9 3809.16 569.411 
365 0 6 7 3813.39 118.003 
365 1 6 4 3816.28 560.736 
366 2 3 7 3806.36 398.752 
366 0 3 7 3810.98 343.704 
366 1 3 8 3992.18 31.679 
366 1 3 6 3813.76 1221.67 
367 2 2 9 3805.76 965.623 
367 0 3 10 3809.21 455.179 
367 1 3 11 3812.46 715.224 
368 2 8 7 3807.28 191.074 
368 0 8 8 3810.43 719.209 
368 1 8 8 3813.5 2106.44 
369 2 5 9 3808.8 472.705 
369 2 3 7 3808.72 411.369 
369 0 2 8 3812.13 118.408 
369 1 1 8 3815.4 2025.48 
370 2 1 7 3804.82 715.707 
370 0 3 6 3809.83 445.226 
370 1 4 4 3812.2 49.54 
371 2 4 7 3803.68 247.319 
371 0 3 6 3808.11 171.255 
371 1 7 3 3723.69 248.685 
371 1 1 4 3811 297.555 
372 2 7 3 3809.33 1004.63 
372 0 5 3 3812.27 1241.55 
372 1 4 3 3815.68 421.348 
373 2 4 1 3810.88 385.708 
373 0 5 4 3815.41 1632.45 
373 1 6 6 3818.72 672.803 
374 2 1 10 3809.92 703.766 
374 0 1 12 3802.89 117.41 
374 1 1 12 3805.79 451.159 
375 2 4 2 3809.4 659.918 
375 0 5 4 3814.96 246.88 
375 1 6 6 3818.01 239.319 
376 2 4 11 3809.32 742.681 
376 0 4 8 3813.43 306.391 
376 1 3 4 3816.28 865.39 
377 2 3 6 3812.64 428.288 
377 0 2 4 3817.01 1523.55 
377 1 1 2 3820.05 587.126 
378 2 3 1 3808.49 2368.61 
378 0 6 2 3774.74 51.5012 
378 1 8 3 3777.75 266.45 
379 2 2 9 3805.89 1007.2 
379 0 5 7 3809.66 225.703 
379 1 6 7 3812.43 74.715 
380 2 7 10 3808.81 1504.06 
380 0 7 8 3812.61 261.1 
380 1 6 5 3816 430.999 
381 2 7 7 3807.57 1072.37 
381 0 8 10 3776.58 322.649 
381 1 8 12 3779.84 68.8776 
382 2 6 9 3808.48 247.303 
382 2 6 8 3808.31 253.167 
382 0 5 7 3811.44 229.475 
382 1 3 7 3814.66 483.859 
383 2 9 6 3818.34 555.426 
383 0 7 9 3823.69 238.241 
383 1 4 12 3826.56 632.8 
384 2 3 1 3810.13 443.53 
384 0 3 2 3813.5 920.351 
384 1 3 3 3816.44 754.34 
385 2 3 2 3810.08 789.734 
385 0 4 3 3814.12 586.512 
385 1 6 4 3816.64 650.632 
386 2 1 8 3808.29 934.558 
386 0 3 7 3813.33 58.7731 
386 1 4 5 3815.8 501.21 
387 2 7 11 3813.68 796.133 
387 0 7 9 3817.59 196.332 
387 1 7 7 3821.16 477.711 
388 2 5 11 3807.49 407.775 
388 0 6 11 3812.72 106.587 
388 1 8 11 3814.69 198.333 
389 2 4 1 3810.76 213.865 
389 0 4 4 3814.62 558.58 
389 1 5 6 3817.24 379.69 
390 2 4 7 3804.82 378.907 
390 0 4 7 3809.19 239.506 
390 1 3 6 3811.96 923.661 
391 2 5 11 3816.41 786.239 
391 2 3 10 3817.03 2135.62 
391 2 2 11 3817.1 715.49 
391 2 1 11 3816.54 81.1179 
391 2 7 6 3817.23 156.449 
391 0 4 7 3819.61 536.671 
391 0 3 10 3820.17 446.155 
391 0 8 8 3820.52 1063.76 
391 0 6 10 3821.27 152.418 
391 1 3 7 3824.29 823.86 
392 2 5 2 3811.14 1070.93 
392 0 4 2 3814.53 132.969 
392 1 3 3 3817.94 625.821 
393 2 10 11 3810.8 315.42 
393 0 6 10 3814.79 271.069 
393 1 2 8 3818.03 337.668 
394 2 9 5 3816.84 752.957 
394 0 9 8 3784.62 175.819 
394 1 9 10 3787.15 357.652 
395 2 9 10 3811.67 320.274 
395 2 8 10 3812 200.769 
395 0 6 10 3814.69 176.454 
395 1 3 11 3818.12 968.573 
396 2 5 1 3813.27 946.656 
396 0 2 1 3777.84 1305.48 
396 0 3 4 3817.24 818.887 
396 1 1 7 3820.55 1853.72 
396 1 2 4 3501.52 240.707 
397 2 10 6 3816.18 1377.67 
397 0 7 7 3821.54 93.4409 
397 1 5 7 3824.47 256.926 
398 2 3 7 3807.38 439.166 
398 0 4 6 3811.22 341.974 
398 1 4 4 3813.64 67.1736 
399 2 2 5 3809.9 794.855 
399 0 2 5 3814.58 741.586 
399 1 2 7 3817.49 678.53 
399 1 3 6 3816.92 2304.5 
399 1 4 6 3817.37 521.585 
400 2 8 9 3808.01 1382.81 
400 0 6 9 3811.83 200.117 
400 1 5 8 3813.95 100.059 
401 2 10 9 3808.11 2693.03 
401 0 10 8 3775.6 332.444 
401 0 7 9 3811.64 367.687 
401 1 5 10 3815.25 293.649 
402 2 7 10 3808.56 745.383 
402 0 4 9 3811.84 354.524 
402 1 2 8 3815.49 560.174 
403 2 10 9 3813.92 1435.65 
403 2 10 8 3814.63 42880 
403 2 10 7 3929.24 389.157 
403 0 8 7 3817.01 537.83 
403 0 9 6 3780.89 84.2928 
403 1 7 5 3820.83 76.2218 
403 1 7 4 3821.37 1417.13 
404 2 10 8 3811.42 2934.06 
404 0 7 8 3814.91 149.4 
404 1 4 8 3818.87 114.174 
405 2 3 8 3806.65 229.406 
405 0 4 9 3811.05 128.156 
405 1 5 10 3813.95 108.254 
406 2 10 7 3809.67 2071.12 
406 0 4 4 3814.63 297.67 
406 1 1 2 3818.32 242.534 
407 2 5 11 3806.78 92.2495 
407 0 3 9 3811.71 96.3506 
407 1 1 7 3813.87 759.134 
408 2 1 2 3812.94 836.189 
408 0 2 6 3816.68 833.425 
408 1 3 8 3819.79 585.938 
409 2 8 11 3810.18 832.76 
409 0 7 7 3814.58 229.852 
409 1 5 4 3817.6 1868.59 
410 2 5 9 3806.97 2179.79 
410 0 3 9 3810.77 342.592 
410 0 6 8 3810.42 239.422 
410 1 1 9 3814.47 707.678 
411 2 2 6 3811.24 228.283 
411 0 2 7 3814.16 374.036 
411 1 3 7 3817.82 62.6561 
411 1 2 7 3817.69 40.5296 
412 2 4 8 3802.71 194.323 
412 0 6 7 3806.82 105.388 
412 1 7 5 3809.29 179.735 
413 2 5 8 3803.28 593.341 
413 0 6 11 3808.39 418.324 
413 0 4 2 3807.13 223.865 
413 1 6 3 3810.07 461.457 
414 2 9 10 3807.17 248.956 
414 0 8 9 3810 333.408 
414 1 6 7 3812.67 372.323 
415 2 2 4 3810.1 730.315 
415 0 3 4 3813.23 438.367 
415 1 3 4 3816.69 50.9263 
416 2 9 7 3806.95 1105.89 
416 0 9 5 3773.51 42.4013 
416 1 8 2 3401.1 22.0695 
416 1 9 2 3777.09 472.33 
417 2 10 2 3808.29 239.152 
417 0 10 6 3776.26 289.67 
417 1 10 9 3779.93 38.0097 
418 2 3 9 3805.69 1548.6 
418 0 4 8 3809.38 389.981 
418 1 4 7 3812.23 26.3825 
419 2 10 7 3805.28 572.557 
419 0 7 7 3809.44 248.504 
419 1 4 7 3812.2 325.909 
420 2 2 3 3807.44 1278.45 
420 0 4 6 3811.71 465.089 
420 1 6 9 3814.47 214.247 
421 2 5 5 3810.95 1110.16 
421 0 7 4 3776.94 154.557 
421 1 9 4 3779.84 79.7546 
421 1 9 3 3780.75 173.994 
422 2 4 4 3811.24 176.713 
422 2 4 5 3810.57 236.449 
422 0 6 5 3814.17 250.396 
422 1 7 5 3817.19 350.368 
423 2 7 6 3811.24 543.78 
423 0 5 4 3815.62 618.474 
423 1 3 3 3818.98 479.702 
424 0 2 7 3813.23 168.534 
424 1 3 5 3816.36 1535.33 
